email_id,category,status,review_reason,defect_fields,has_defect,attachments
email_178,BL_COMPARISON,MISMATCH,,container_count,True,attachments/email_178_SI.txt;attachments/email_178_BL.txt
email_179,INVOICE_QUERY,OK,,,False,
email_180,SPAM,OK,,,False,
email_181,SI_REQUEST,OK,,,False,
email_182,BL_COMPARISON,MISMATCH,,port_of_discharge;container_count,True,attachments/email_182_SI.txt;attachments/email_182_BL.txt
email_183,SI_REQUEST,OK,,,False,
email_184,SPAM,OK,,,False,
email_185,GENERAL,OK,,,False,
email_186,BL_COMPARISON,OK,,,False,
email_187,BL_COMPARISON,OK,,,False,
email_188,SPAM,OK,,,False,
email_189,BL_COMPARISON,OK,,,False,
email_190,BL_COMPARISON,OK,,,False,
email_191,INVOICE_QUERY,OK,,,False,
email_192,SI_REQUEST,OK,,,False,
email_193,SI_REQUEST,OK,,,False,
email_194,GENERAL,OK,,,False,
email_195,BL_COMPARISON,OK,,,False,
email_196,SI_REQUEST,OK,,,False,
email_197,BL_COMPARISON,OK,,,False,attachments/email_197_SI.txt;attachments/email_197_BL.txt
email_198,BL_COMPARISON,OK,,,False,attachments/email_198_SI.txt;attachments/email_198_BL.txt
email_199,BL_COMPARISON,OK,,,False,
email_200,GENERAL,OK,,,False,
email_201,SI_REQUEST,OK,,,False,
email_202,SI_REQUEST,OK,,,False,
email_203,INVOICE_QUERY,OK,,,False,
email_204,SPAM,OK,,,False,
email_205,SI_REQUEST,OK,,,False,
email_206,SPAM,OK,,,False,
email_207,BL_COMPARISON,OK,,,False,
email_208,BL_COMPARISON,OK,,,False,attachments/email_208_SI.pdf;attachments/email_208_BL.pdf
email_209,SI_REQUEST,OK,,,False,
email_210,BL_COMPARISON,OK,,,False,
email_211,INVOICE_QUERY,OK,,,False,
email_212,INVOICE_QUERY,OK,,,False,
email_213,GENERAL,OK,,,False,
email_214,SI_REQUEST,OK,,,False,
email_215,SPAM,OK,,,False,
email_216,INVOICE_QUERY,OK,,,False,
email_217,SI_REQUEST,OK,,,False,
email_218,GENERAL,OK,,,False,
email_219,GENERAL,OK,,,False,
email_220,BL_COMPARISON,OK,,,False,
email_221,SI_REQUEST,OK,,,False,
email_222,SPAM,OK,,,False,
email_223,BL_COMPARISON,OK,,,False,
email_224,INVOICE_QUERY,OK,,,False,
email_225,BL_COMPARISON,MISMATCH,,consignee,True,attachments/email_225_SI.txt;attachments/email_225_BL.txt
email_226,SPAM,OK,,,False,
email_227,BL_COMPARISON,OK,,,False,attachments/email_227_SI.txt;attachments/email_227_BL.txt
email_228,SI_REQUEST,OK,,,False,
email_229,BL_COMPARISON,OK,,,False,
email_230,GENERAL,OK,,,False,
email_231,SPAM,OK,,,False,
email_232,GENERAL,OK,,,False,
email_233,SI_REQUEST,OK,,,False,
email_234,GENERAL,OK,,,False,
email_235,BL_COMPARISON,OK,,,False,attachments/email_235_SI.txt;attachments/email_235_BL.txt
email_236,INVOICE_QUERY,OK,,,False,
email_237,BL_COMPARISON,OK,,,False,
email_238,GENERAL,OK,,,False,
email_239,BL_COMPARISON,OK,,,False,attachments/email_239_SI.txt;attachments/email_239_BL.txt
email_240,SI_REQUEST,OK,,,False,
email_241,GENERAL,OK,,,False,
email_242,BL_COMPARISON,OK,,,False,
email_243,BL_COMPARISON,MISMATCH,,port_of_loading;port_of_discharge,True,attachments/email_243_SI.xlsx;attachments/email_243_BL.xlsx
email_244,SI_REQUEST,OK,,,False,
email_245,SI_REQUEST,OK,,,False,
email_246,SI_REQUEST,OK,,,False,
email_247,BL_COMPARISON,OK,,,False,
email_248,SPAM,OK,,,False,
email_249,BL_COMPARISON,OK,,,False,attachments/email_249_SI.txt;attachments/email_249_BL.txt
email_250,BL_COMPARISON,OK,,,False,
email_251,SI_REQUEST,OK,,,False,
email_252,GENERAL,OK,,,False,
email_253,SPAM,OK,,,False,
email_254,SPAM,OK,,,False,
email_255,GENERAL,OK,,,False,
email_256,BL_COMPARISON,MISMATCH,,shipper;port_of_discharge,True,attachments/email_256_SI.txt;attachments/email_256_BL.txt
email_257,SI_REQUEST,OK,,,False,
email_258,GENERAL,OK,,,False,
email_259,BL_COMPARISON,OK,,,False,
email_260,SI_REQUEST,OK,,,False,
email_261,BL_COMPARISON,OK,,,False,
email_262,INVOICE_QUERY,OK,,,False,
email_263,BL_COMPARISON,OK,,,False,
email_264,SI_REQUEST,OK,,,False,
email_265,BL_COMPARISON,OK,,,False,
email_266,GENERAL,OK,,,False,
email_267,SPAM,OK,,,False,
email_268,INVOICE_QUERY,OK,,,False,
email_269,INVOICE_QUERY,OK,,,False,
email_270,BL_COMPARISON,MISMATCH,,port_of_discharge,True,attachments/email_270_SI.txt;attachments/email_270_BL.txt
email_271,BL_COMPARISON,OK,,,False,
email_272,INVOICE_QUERY,OK,,,False,
email_273,BL_COMPARISON,OK,,,False,attachments/email_273_SI.pdf;attachments/email_273_BL.pdf
email_274,INVOICE_QUERY,OK,,,False,
email_275,BL_COMPARISON,OK,,,False,attachments/email_275_SI.txt;attachments/email_275_BL.txt
email_276,SI_REQUEST,OK,,,False,
email_277,SI_REQUEST,OK,,,False,
email_278,SI_REQUEST,OK,,,False,
email_279,SI_REQUEST,OK,,,False,
email_280,INVOICE_QUERY,OK,,,False,
email_281,BL_COMPARISON,OK,,,False,
email_282,BL_COMPARISON,OK,,,False,
email_283,SI_REQUEST,OK,,,False,
email_284,INVOICE_QUERY,OK,,,False,
email_285,INVOICE_QUERY,OK,,,False,
email_286,INVOICE_QUERY,OK,,,False,
email_287,INVOICE_QUERY,OK,,,False,
email_288,BL_COMPARISON,OK,,,False,
email_289,SI_REQUEST,OK,,,False,
email_290,SI_REQUEST,OK,,,False,
email_291,BL_COMPARISON,MISMATCH,,consignee;container_count,True,attachments/email_291_SI.xlsx;attachments/email_291_BL.docx
email_292,BL_COMPARISON,OK,,,False,
email_293,SI_REQUEST,OK,,,False,
email_294,GENERAL,OK,,,False,
email_295,SI_REQUEST,OK,,,False,
email_296,BL_COMPARISON,OK,,,False,attachments/email_296_SI.txt;attachments/email_296_BL.txt
email_297,GENERAL,OK,,,False,
email_298,INVOICE_QUERY,OK,,,False,
email_299,BL_COMPARISON,OK,,,False,
email_300,BL_COMPARISON,MISMATCH,,shipper;notify_party,True,attachments/email_300_SI.xlsx;attachments/email_300_BL.xlsx
email_301,BL_COMPARISON,OK,,,False,
email_302,BL_COMPARISON,MISMATCH,,container_count,True,attachments/email_302_SI.xlsx;attachments/email_302_BL.docx
email_303,INVOICE_QUERY,OK,,,False,
email_304,INVOICE_QUERY,OK,,,False,
email_305,BL_COMPARISON,OK,,,False,
email_306,SI_REQUEST,OK,,,False,
email_307,BL_COMPARISON,OK,,,False,attachments/email_307_SI.txt;attachments/email_307_BL.txt
email_308,SI_REQUEST,OK,,,False,
email_309,BL_COMPARISON,OK,,,False,
email_310,SI_REQUEST,OK,,,False,
email_311,SI_REQUEST,OK,,,False,
email_312,BL_COMPARISON,MISMATCH,,shipper;notify_party,True,attachments/email_312_SI.txt;attachments/email_312_BL.txt
email_313,BL_COMPARISON,MISMATCH,,container_count;gross_weight_kg,True,attachments/email_313_SI.pdf;attachments/email_313_BL.pdf
email_314,INVOICE_QUERY,OK,,,False,
email_315,SPAM,OK,,,False,
email_316,INVOICE_QUERY,OK,,,False,
email_317,SI_REQUEST,OK,,,False,
email_318,BL_COMPARISON,OK,,,False,
email_319,BL_COMPARISON,OK,,,False,
email_320,SI_REQUEST,OK,,,False,
email_321,BL_COMPARISON,OK,,,False,
email_322,SI_REQUEST,OK,,,False,
email_323,GENERAL,OK,,,False,
email_324,BL_COMPARISON,MISMATCH,,shipper;container_count,True,attachments/email_324_SI.txt;attachments/email_324_BL.txt
email_325,GENERAL,OK,,,False,
email_326,BL_COMPARISON,OK,,,False,
email_327,SI_REQUEST,OK,,,False,
email_328,GENERAL,OK,,,False,
email_329,SPAM,OK,,,False,
email_330,GENERAL,OK,,,False,
email_331,INVOICE_QUERY,OK,,,False,
email_332,GENERAL,OK,,,False,
email_333,GENERAL,OK,,,False,
email_334,BL_COMPARISON,MISMATCH,,shipper;consignee,True,attachments/email_334_SI.txt;attachments/email_334_BL.txt
email_335,BL_COMPARISON,OK,,,False,attachments/email_335_SI.txt;attachments/email_335_BL.txt
email_336,SI_REQUEST,OK,,,False,
email_337,BL_COMPARISON,OK,,,False,
email_338,SI_REQUEST,OK,,,False,
email_339,SI_REQUEST,OK,,,False,
email_340,GENERAL,OK,,,False,
email_341,BL_COMPARISON,OK,,,False,
email_342,BL_COMPARISON,MISMATCH,,notify_party;container_count,True,attachments/email_342_SI.txt;attachments/email_342_BL.txt
email_343,BL_COMPARISON,OK,,,False,
email_344,SI_REQUEST,OK,,,False,
email_345,SPAM,OK,,,False,
email_346,GENERAL,OK,,,False,
email_347,GENERAL,OK,,,False,
email_348,BL_COMPARISON,OK,,,False,attachments/email_348_SI.txt;attachments/email_348_BL.txt
email_349,BL_COMPARISON,OK,,,False,attachments/email_349_SI.txt;attachments/email_349_BL.txt
email_350,BL_COMPARISON,OK,,,False,
email_351,BL_COMPARISON,MISMATCH,,container_count;gross_weight_kg,True,attachments/email_351_SI.pdf;attachments/email_351_BL.pdf
email_352,SI_REQUEST,OK,,,False,
email_353,SI_REQUEST,OK,,,False,
email_354,BL_COMPARISON,MISMATCH,,notify_party;gross_weight_kg,True,attachments/email_354_SI.xlsx;attachments/email_354_BL.docx
email_355,INVOICE_QUERY,OK,,,False,
email_356,GENERAL,OK,,,False,
email_357,SI_REQUEST,OK,,,False,
email_358,SI_REQUEST,OK,,,False,
email_359,SI_REQUEST,OK,,,False,
email_360,SI_REQUEST,OK,,,False,
email_361,BL_COMPARISON,MISMATCH,,port_of_discharge;gross_weight_kg,True,attachments/email_361_SI.txt;attachments/email_361_BL.txt
email_362,SI_REQUEST,OK,,,False,
email_363,SPAM,OK,,,False,
email_364,BL_COMPARISON,OK,,,False,attachments/email_364_SI.txt;attachments/email_364_BL.txt
email_365,SPAM,OK,,,False,
email_366,GENERAL,OK,,,False,
email_367,BL_COMPARISON,OK,,,False,attachments/email_367_SI.txt;attachments/email_367_BL.txt
email_368,SI_REQUEST,OK,,,False,
email_369,INVOICE_QUERY,OK,,,False,
email_370,SI_REQUEST,OK,,,False,
email_371,SI_REQUEST,OK,,,False,
email_372,INVOICE_QUERY,OK,,,False,
email_373,INVOICE_QUERY,OK,,,False,
email_374,INVOICE_QUERY,OK,,,False,
email_375,INVOICE_QUERY,OK,,,False,
email_376,SI_REQUEST,OK,,,False,
email_377,BL_COMPARISON,OK,,,False,attachments/email_377_SI.txt;attachments/email_377_BL.txt
email_378,BL_COMPARISON,OK,,,False,attachments/email_378_SI.txt;attachments/email_378_BL.txt
email_379,BL_COMPARISON,MISMATCH,,shipper,True,attachments/email_379_SI.txt;attachments/email_379_BL.txt
email_380,SI_REQUEST,OK,,,False,
email_381,BL_COMPARISON,OK,,,False,
email_382,SPAM,OK,,,False,
email_383,BL_COMPARISON,OK,,,False,attachments/email_383_SI.txt;attachments/email_383_BL.txt
email_384,BL_COMPARISON,OK,,,False,
email_385,BL_COMPARISON,OK,,,False,
email_386,INVOICE_QUERY,OK,,,False,
email_387,SPAM,OK,,,False,
email_388,SI_REQUEST,OK,,,False,
email_389,INVOICE_QUERY,OK,,,False,
email_390,SPAM,OK,,,False,
email_391,BL_COMPARISON,OK,,,False,attachments/email_391_SI.txt;attachments/email_391_BL.txt
email_392,SPAM,OK,,,False,
email_393,SI_REQUEST,OK,,,False,
email_394,GENERAL,OK,,,False,
email_395,SPAM,OK,,,False,
email_396,GENERAL,OK,,,False,
email_397,SI_REQUEST,OK,,,False,
email_398,BL_COMPARISON,OK,,,False,attachments/email_398_SI.xlsx;attachments/email_398_BL.xlsx
email_399,GENERAL,OK,,,False,
email_400,SI_REQUEST,OK,,,False,
email_401,BL_COMPARISON,OK,,,False,
email_402,INVOICE_QUERY,OK,,,False,
email_403,INVOICE_QUERY,OK,,,False,
email_404,SPAM,OK,,,False,
email_405,BL_COMPARISON,OK,,,False,attachments/email_405_SI.txt;attachments/email_405_BL.txt
email_406,INVOICE_QUERY,OK,,,False,
email_407,BL_COMPARISON,OK,,,False,attachments/email_407_SI.pdf;attachments/email_407_BL.pdf
email_408,BL_COMPARISON,OK,,,False,attachments/email_408_SI.txt;attachments/email_408_BL.txt
email_409,BL_COMPARISON,OK,,,False,attachments/email_409_SI.txt;attachments/email_409_BL.txt
email_410,BL_COMPARISON,MISMATCH,,port_of_loading,True,attachments/email_410_SI.txt;attachments/email_410_BL.txt
email_411,BL_COMPARISON,OK,,,False,attachments/email_411_SI.pdf;attachments/email_411_BL.pdf
email_412,INVOICE_QUERY,OK,,,False,
email_413,SI_REQUEST,OK,,,False,
email_414,GENERAL,OK,,,False,
email_415,GENERAL,OK,,,False,
email_416,BL_COMPARISON,MISMATCH,,gross_weight_kg,True,attachments/email_416_SI.txt;attachments/email_416_BL.txt
email_417,SPAM,OK,,,False,
email_418,GENERAL,OK,,,False,
email_419,BL_COMPARISON,OK,,,False,
email_420,INVOICE_QUERY,OK,,,False,
email_421,BL_COMPARISON,OK,,,False,
email_422,INVOICE_QUERY,OK,,,False,
email_423,BL_COMPARISON,OK,,,False,
email_424,BL_COMPARISON,OK,,,False,
email_425,INVOICE_QUERY,OK,,,False,
email_426,BL_COMPARISON,MISMATCH,,port_of_discharge;container_count,True,attachments/email_426_SI.txt;attachments/email_426_BL.txt
email_427,SI_REQUEST,OK,,,False,
email_428,BL_COMPARISON,OK,,,False,attachments/email_428_SI.txt;attachments/email_428_BL.txt
email_429,SI_REQUEST,OK,,,False,
email_430,SI_REQUEST,OK,,,False,
email_431,GENERAL,OK,,,False,
email_432,BL_COMPARISON,OK,,,False,
email_433,SI_REQUEST,OK,,,False,
email_434,BL_COMPARISON,MISMATCH,,port_of_discharge,True,attachments/email_434_SI.pdf;attachments/email_434_BL.pdf
email_435,BL_COMPARISON,MISMATCH,,gross_weight_kg,True,attachments/email_435_SI.xlsx;attachments/email_435_BL.docx
email_436,BL_COMPARISON,OK,,,False,
email_437,SI_REQUEST,OK,,,False,
email_438,SI_REQUEST,OK,,,False,
email_439,INVOICE_QUERY,OK,,,False,
email_440,BL_COMPARISON,OK,,,False,
email_441,GENERAL,OK,,,False,
email_442,BL_COMPARISON,OK,,,False,
email_443,SI_REQUEST,OK,,,False,
email_444,BL_COMPARISON,OK,,,False,
email_445,GENERAL,OK,,,False,
email_446,BL_COMPARISON,OK,,,False,
email_447,BL_COMPARISON,OK,,,False,
email_448,BL_COMPARISON,OK,,,False,
email_449,SPAM,OK,,,False,
email_450,SPAM,OK,,,False,
email_451,BL_COMPARISON,OK,,,False,
email_452,INVOICE_QUERY,OK,,,False,
email_453,BL_COMPARISON,OK,,,False,attachments/email_453_SI.txt;attachments/email_453_BL.txt
email_454,BL_COMPARISON,OK,,,False,
email_455,SPAM,OK,,,False,
email_456,BL_COMPARISON,OK,,,False,
email_457,SPAM,OK,,,False,
email_458,INVOICE_QUERY,OK,,,False,
email_459,BL_COMPARISON,OK,,,False,
email_460,GENERAL,OK,,,False,
email_461,INVOICE_QUERY,OK,,,False,
email_462,BL_COMPARISON,OK,,,False,attachments/email_462_SI.xlsx;attachments/email_462_BL.docx
email_463,GENERAL,OK,,,False,
email_464,GENERAL,OK,,,False,
email_465,BL_COMPARISON,OK,,,False,
email_466,SI_REQUEST,OK,,,False,
email_467,SI_REQUEST,OK,,,False,
email_468,BL_COMPARISON,MISMATCH,,port_of_loading;container_count,True,attachments/email_468_SI.txt;attachments/email_468_BL.txt
email_469,SI_REQUEST,OK,,,False,
email_470,SPAM,OK,,,False,
email_471,INVOICE_QUERY,OK,,,False,
email_472,INVOICE_QUERY,OK,,,False,
email_473,INVOICE_QUERY,OK,,,False,
email_474,BL_COMPARISON,OK,,,False,attachments/email_474_SI.txt;attachments/email_474_BL.txt
email_475,SI_REQUEST,OK,,,False,
email_476,BL_COMPARISON,OK,,,False,
email_477,SI_REQUEST,OK,,,False,
email_478,SI_REQUEST,OK,,,False,
email_479,BL_COMPARISON,OK,,,False,attachments/email_479_SI.txt;attachments/email_479_BL.txt
email_480,BL_COMPARISON,OK,,,False,
email_481,BL_COMPARISON,MISMATCH,,consignee,True,attachments/email_481_SI.xlsx;attachments/email_481_BL.xlsx
email_482,BL_COMPARISON,OK,,,False,
email_483,BL_COMPARISON,OK,,,False,attachments/email_483_SI.txt;attachments/email_483_BL.txt
email_484,SI_REQUEST,OK,,,False,
email_485,SI_REQUEST,OK,,,False,
email_486,BL_COMPARISON,OK,,,False,
email_487,SI_REQUEST,OK,,,False,
email_488,GENERAL,OK,,,False,
email_489,SPAM,OK,,,False,
email_490,INVOICE_QUERY,OK,,,False,
email_491,BL_COMPARISON,OK,,,False,attachments/email_491_SI.txt;attachments/email_491_BL.txt
email_492,INVOICE_QUERY,OK,,,False,
email_493,BL_COMPARISON,OK,,,False,
email_494,BL_COMPARISON,OK,,,False,attachments/email_494_SI.txt;attachments/email_494_BL.txt
email_495,BL_COMPARISON,OK,,,False,
email_496,BL_COMPARISON,OK,,,False,attachments/email_496_SI.xlsx;attachments/email_496_BL.xlsx
